8.5 16.0371 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 30.0696 0 0 0 0 0 0 0 0 0 0 0 0 0 0 42.0975 0 0 0 0 0 0 0 0 0 0 0 0 0 52.1207 0 0 0 0 0 0 0 0 0 0 0 0 60.1393 0 0 0 0 0 0 0 0 0 0 0 66.1532 0 0 0 0 0 0 0 0 0 0 70.1625 0 0 0 0 0 0 0 0 0 72.1671 0 0 0 0 0 0 0 0 72.1671 0 0 0 0 0 0 0 70.1625 0 0 0 0 0 0 66.1532 0 0 0 0 0 60.1393 0 0 0 0 52.1207 0 0 0 42.0975 0 0 30.0696 0 16.0371 
8.50012 16.0371 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 30.0696 0 0 0 0 0 0 0 0 0 0 0 0 0 0 42.0975 0 0 0 0 0 0 0 0 0 0 0 0 0 52.1207 0 0 0 0 0 0 0 0 0 0 0 0 60.1393 0 0 0 0 0 0 0 0 0 0 0 66.1532 0 0 0 0 0 0 0 0 0 0 70.1625 0 0 0 0 0 0 0 0 0 72.1671 0 0 0 0 0 0 0 0 72.1671 0 0 0 0 0 0 0 70.1625 0 0 0 0 0 0 66.1532 0 0 0 0 0 60.1393 0 0 0 0 52.1207 0 0 0 42.0975 0 0 30.0696 0 16.0371 
8.50023 16.0371 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 30.0696 0 0 0 0 0 0 0 0 0 0 0 0 0 0 42.0975 0 0 0 0 0 0 0 0 0 0 0 0 0 52.1207 0 0 0 0 0 0 0 0 0 0 0 0 60.1393 0 0 0 0 0 0 0 0 0 0 0 66.1532 0 0 0 0 0 0 0 0 0 0 70.1625 0 0 0 0 0 0 0 0 0 72.1671 0 0 0 0 0 0 0 0 72.1671 0 0 0 0 0 0 0 70.1625 0 0 0 0 0 0 66.1532 0 0 0 0 0 60.1393 0 0 0 0 52.1207 0 0 0 42.0975 0 0 30.0696 0 16.0371 
8.50035 16.0371 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 30.0696 0 0 0 0 0 0 0 0 0 0 0 0 0 0 42.0975 0 0 0 0 0 0 0 0 0 0 0 0 0 52.1207 0 0 0 0 0 0 0 0 0 0 0 0 60.1393 0 0 0 0 0 0 0 0 0 0 0 66.1532 0 0 0 0 0 0 0 0 0 0 70.1625 0 0 0 0 0 0 0 0 0 72.1671 0 0 0 0 0 0 0 0 72.1671 0 0 0 0 0 0 0 70.1625 0 0 0 0 0 0 66.1532 0 0 0 0 0 60.1393 0 0 0 0 52.1207 0 0 0 42.0975 0 0 30.0696 0 16.0371 
8.50047 16.0371 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 30.0696 0 0 0 0 0 0 0 0 0 0 0 0 0 0 42.0975 0 0 0 0 0 0 0 0 0 0 0 0 0 52.1207 0 0 0 0 0 0 0 0 0 0 0 0 60.1393 0 0 0 0 0 0 0 0 0 0 0 66.1532 0 0 0 0 0 0 0 0 0 0 70.1625 0 0 0 0 0 0 0 0 0 72.1671 0 0 0 0 0 0 0 0 72.1671 0 0 0 0 0 0 0 70.1625 0 0 0 0 0 0 66.1532 0 0 0 0 0 60.1393 0 0 0 0 52.1207 0 0 0 42.0975 0 0 30.0696 0 16.0371 
8.50059 16.0371 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 30.0696 0 0 0 0 0 0 0 0 0 0 0 0 0 0 42.0975 0 0 0 0 0 0 0 0 0 0 0 0 0 52.1207 0 0 0 0 0 0 0 0 0 0 0 0 60.1393 0 0 0 0 0 0 0 0 0 0 0 66.1532 0 0 0 0 0 0 0 0 0 0 70.1625 0 0 0 0 0 0 0 0 0 72.1671 0 0 0 0 0 0 0 0 72.1671 0 0 0 0 0 0 0 70.1625 0 0 0 0 0 0 66.1532 0 0 0 0 0 60.1393 0 0 0 0 52.1207 0 0 0 42.0975 0 0 30.0696 0 16.0371 
8.5007 16.0371 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 30.0696 0 0 0 0 0 0 0 0 0 0 0 0 0 0 42.0975 0 0 0 0 0 0 0 0 0 0 0 0 0 52.1207 0 0 0 0 0 0 0 0 0 0 0 0 60.1393 0 0 0 0 0 0 0 0 0 0 0 66.1532 0 0 0 0 0 0 0 0 0 0 70.1625 0 0 0 0 0 0 0 0 0 72.1671 0 0 0 0 0 0 0 0 72.1671 0 0 0 0 0 0 0 70.1625 0 0 0 0 0 0 66.1532 0 0 0 0 0 60.1393 0 0 0 0 52.1207 0 0 0 42.0975 0 0 30.0696 0 16.0371 
8.50082 16.0371 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 30.0696 0 0 0 0 0 0 0 0 0 0 0 0 0 0 42.0975 0 0 0 0 0 0 0 0 0 0 0 0 0 52.1207 0 0 0 0 0 0 0 0 0 0 0 0 60.1393 0 0 0 0 0 0 0 0 0 0 0 66.1532 0 0 0 0 0 0 0 0 0 0 70.1625 0 0 0 0 0 0 0 0 0 72.1671 0 0 0 0 0 0 0 0 72.1671 0 0 0 0 0 0 0 70.1625 0 0 0 0 0 0 66.1532 0 0 0 0 0 60.1393 0 0 0 0 52.1207 0 0 0 42.0975 0 0 30.0696 0 16.0371 
8.50094 16.0371 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 30.0696 0 0 0 0 0 0 0 0 0 0 0 0 0 0 42.0975 0 0 0 0 0 0 0 0 0 0 0 0 0 52.1207 0 0 0 0 0 0 0 0 0 0 0 0 60.1393 0 0 0 0 0 0 0 0 0 0 0 66.1532 0 0 0 0 0 0 0 0 0 0 70.1625 0 0 0 0 0 0 0 0 0 72.1671 0 0 0 0 0 0 0 0 72.1671 0 0 0 0 0 0 0 70.1625 0 0 0 0 0 0 66.1532 0 0 0 0 0 60.1393 0 0 0 0 52.1207 0 0 0 42.0975 0 0 30.0696 0 16.0371 
8.50106 16.0371 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 30.0696 0 0 0 0 0 0 0 0 0 0 0 0 0 0 42.0975 0 0 0 0 0 0 0 0 0 0 0 0 0 52.1207 0 0 0 0 0 0 0 0 0 0 0 0 60.1393 0 0 0 0 0 0 0 0 0 0 0 66.1532 0 0 0 0 0 0 0 0 0 0 70.1625 0 0 0 0 0 0 0 0 0 72.1671 0 0 0 0 0 0 0 0 72.1671 0 0 0 0 0 0 0 70.1625 0 0 0 0 0 0 66.1532 0 0 0 0 0 60.1393 0 0 0 0 52.1207 0 0 0 42.0975 0 0 30.0696 0 16.0371 
