8.51056 -1908.06 -1669.56 -1431.05 -1192.54 -954.032 -715.524 -477.016 -238.508 0 238.508 477.016 715.524 954.032 1192.54 1431.05 1669.56 1908.06 
8.51067 -1908.09 -1669.58 -1431.07 -1192.56 -954.045 -715.534 -477.023 -238.511 0 238.511 477.023 715.534 954.045 1192.56 1431.07 1669.58 1908.09 
8.51079 -1908.12 -1669.6 -1431.09 -1192.57 -954.059 -715.544 -477.029 -238.515 0 238.515 477.029 715.544 954.059 1192.57 1431.09 1669.6 1908.12 
8.51091 -1908.14 -1669.63 -1431.11 -1192.59 -954.072 -715.554 -477.036 -238.518 0 238.518 477.036 715.554 954.072 1192.59 1431.11 1669.63 1908.14 
8.51103 -1908.17 -1669.65 -1431.13 -1192.61 -954.085 -715.564 -477.042 -238.521 0 238.521 477.042 715.564 954.085 1192.61 1431.13 1669.65 1908.17 
8.51114 -1908.2 -1669.67 -1431.15 -1192.62 -954.098 -715.573 -477.049 -238.524 0 238.524 477.049 715.573 954.098 1192.62 1431.15 1669.67 1908.2 
8.51126 -1908.22 -1669.69 -1431.17 -1192.64 -954.111 -715.583 -477.056 -238.528 0 238.528 477.056 715.583 954.111 1192.64 1431.17 1669.69 1908.22 
8.51138 -1908.25 -1669.72 -1431.19 -1192.66 -954.124 -715.593 -477.062 -238.531 0 238.531 477.062 715.593 954.124 1192.66 1431.19 1669.72 1908.25 
8.5115 -1908.27 -1669.74 -1431.21 -1192.67 -954.137 -715.603 -477.069 -238.534 0 238.534 477.069 715.603 954.137 1192.67 1431.21 1669.74 1908.27 
8.51161 -1908.3 -1669.76 -1431.23 -1192.69 -954.151 -715.613 -477.075 -238.538 0 238.538 477.075 715.613 954.151 1192.69 1431.23 1669.76 1908.3 
8.51173 -1908.33 -1669.79 -1431.25 -1192.7 -954.164 -715.623 -477.082 -238.541 0 238.541 477.082 715.623 954.164 1192.7 1431.25 1669.79 1908.33 
8.51185 -1908.35 -1669.81 -1431.27 -1192.72 -954.177 -715.633 -477.088 -238.544 0 238.544 477.088 715.633 954.177 1192.72 1431.27 1669.81 1908.35 
8.51196 -1908.38 -1669.83 -1431.29 -1192.74 -954.19 -715.643 -477.095 -238.548 0 238.548 477.095 715.643 954.19 1192.74 1431.29 1669.83 1908.38 
8.51208 -1908.41 -1669.86 -1431.3 -1192.75 -954.203 -715.652 -477.102 -238.551 0 238.551 477.102 715.652 954.203 1192.75 1431.3 1669.86 1908.41 
8.5122 -1908.43 -1669.88 -1431.32 -1192.77 -954.216 -715.662 -477.108 -238.554 0 238.554 477.108 715.662 954.216 1192.77 1431.32 1669.88 1908.43 
8.51232 -1908.46 -1669.9 -1431.34 -1192.79 -954.229 -715.672 -477.115 -238.557 0 238.557 477.115 715.672 954.229 1192.79 1431.34 1669.9 1908.46 
8.51243 -1908.49 -1669.92 -1431.36 -1192.8 -954.243 -715.682 -477.121 -238.561 0 238.561 477.121 715.682 954.243 1192.8 1431.36 1669.92 1908.49 
8.51255 -1908.51 -1669.95 -1431.38 -1192.82 -954.256 -715.692 -477.128 -238.564 0 238.564 477.128 715.692 954.256 1192.82 1431.38 1669.95 1908.51 
8.51267 -1908.54 -1669.97 -1431.4 -1192.84 -954.269 -715.702 -477.134 -238.567 0 238.567 477.134 715.702 954.269 1192.84 1431.4 1669.97 1908.54 
